주문일,배송방식,고객명,고객분류,시군구,시도,지역,제품대분류,제품소분류,이름,매출,수량,할인율,이익
2020.5.30,1등급,Edward Nazzal,개인고객,성남시,경기도,수도권,사무용품,가정용 전자기기,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32,2,0,44.8896
2020.5.30,1등급,Edward Nazzal,개인고객,성남시,경기도,수도권,전자제품,전화기,Plantronics MX500i Earset,128.85,3,0,3.8655
2019.12.5,표준등급,Michael Stewart,기업고객,양산시,경상남도,경상,가구,의자,Global Chrome Stack Chair,239.96,10,0.3,-10.284
2019.12.5,표준등급,Michael Stewart,기업고객,양산시,경상남도,경상,가구,기타 가구,Hand-Finished Solid Wood Document Frame,54.768,2,0.2,6.846
2019.12.5,표준등급,Michael Stewart,기업고객,양산시,경상남도,경상,사무용품,아트,DIXON Ticonderoga Erasable Checking Pencils,13.392,3,0.2,3.1806
2019.12.5,표준등급,Michael Stewart,기업고객,양산시,경상남도,경상,사무용품,종이,Xerox 1956,23.92,5,0.2,8.671
2019.12.5,표준등급,Michael Stewart,기업고객,양산시,경상남도,경상,전자제품,액세서리,Logitech G13 Programmable Gameboard with LCD Display,255.968,4,0.2,-28.7964
2020.6.6,1등급,Chloris Kastensmidt,개인고객,용산구,서울,수도권,사무용품,바인더,Avery Non-Stick Binders,21.552,6,0.2,7.0044
2020.6.6,1등급,Chloris Kastensmidt,개인고객,용산구,서울,수도권,사무용품,가정용 전자기기,Acco 6 Outlet Guardian Premium Surge Suppressor,58.24,4,0,15.7248
2020.12.11,1등급,Sanjit Jacobs,홈오피스,동작구,서울,수도권,사무용품,종이,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",80.28,12,0,36.9288
2019.5.1,표준등급,Erin Ashbrook,기업고객,송파구,서울,수도권,사무용품,아트,Faber Castell Col-Erase Pencils,9.78,2,0,4.0098
2019.4.25,표준등급,Michael Granlund,홈오피스,구로구,서울,수도권,사무용품,잠금장치,Colored Push Pins,1.81,1,0,0.6516
2020.5.8,1등급,Alejandro Ballentine,홈오피스,성남시,경기도,수도권,사무용품,종이,Xerox 1912,37.94,2,0,18.2112
2020.3.31,표준등급,Scott Cohen,기업고객,화순군,전라남도,전라,전자제품,전화기,PureGear Roll-On Screen Protector,79.96,5,0.2,27.986
2019.8.7,표준등급,Todd Boyes,기업고객,남구,부산,특별광역시,사무용품,종이,14-7/8 x 11 Blue Bar Computer Printout Paper,115.296,3,0.2,40.3536
2019.5.23,표준등급,Laurel Elliston,개인고객,남동구,인천광역시,특별광역시,가구,의자,High-Back Leather Manager's Chair,181.986,2,0.3,-54.5958
2019.5.23,표준등급,Laurel Elliston,개인고객,남동구,인천광역시,특별광역시,사무용품,바인더,"Avery Durable Slant Ring Binders, No Labels",1.592,2,0.8,-2.6268
2019.5.23,표준등급,Laurel Elliston,개인고객,남동구,인천광역시,특별광역시,사무용품,소모품,Acme Forged Steel Scissors with Black Enamel Handles,22.344,3,0.2,2.5137
2020.12.20,표준등급,Erin Smith,기업고객,서귀포시,제주,제주,가구,테이블,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",455.97,6,0.5,-218.8656
2020.12.20,표준등급,Erin Smith,기업고객,서귀포시,제주,제주,사무용품,바인더,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",10.44,6,0.7,-7.656
2020.12.20,표준등급,Erin Smith,기업고객,서귀포시,제주,제주,사무용품,바인더,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",5.214,2,0.7,-4.1712
2019.11.28,1등급,Sheri Gordon,개인고객,서초구,서울,수도권,사무용품,가정용 전자기기,Acco 6 Outlet Guardian Premium Surge Suppressor,43.68,3,0,11.7936
2019.11.28,1등급,Sheri Gordon,개인고객,서초구,서울,수도권,전자제품,액세서리,Micropad Numeric Keypads,139.93,7,0,34.9825
2019.11.12,표준등급,Darren Budd,기업고객,안산시,경기도,수도권,사무용품,아트,Avery Fluorescent Highlighter Four-Color Set,2.672,1,0.2,0.334
2019.11.12,표준등급,Darren Budd,기업고객,안산시,경기도,수도권,사무용품,소모품,Acco Side-Punched Conventional Columnar Pads,16.656,6,0.2,-3.123
2019.11.12,표준등급,Darren Budd,기업고객,안산시,경기도,수도권,전자제품,액세서리,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,79.512,3,0.2,20.8719
2019.11.12,표준등급,Darren Budd,기업고객,안산시,경기도,수도권,사무용품,종이,Xerox 216,36.288,7,0.2,12.7008
2019.11.12,표준등급,Darren Budd,기업고객,안산시,경기도,수도권,가구,책장,Bestar Classic Bookcase,67.9932,1,0.32,-12.9987
2019.4.1,2등급,Jim Epp,기업고객,원주시,강원도,강원,사무용품,바인더,Ibico Recycled Grain-Textured Covers,34.54,1,0,17.27
2019.4.1,2등급,Jim Epp,기업고객,원주시,강원도,강원,전자제품,복사기,Hewlett Packard LaserJet 3310 Copier,2999.95,5,0,1439.976
2019.4.1,2등급,Jim Epp,기업고객,원주시,강원도,강원,사무용품,바인더,Avery Recycled Flexi-View Covers for Binding Systems,64.12,4,0,30.7776
2019.3.14,당일배송,Stephanie Ulpright,홈오피스,남동구,인천광역시,특별광역시,사무용품,아트,Col-Erase Pencils with Erasers,19.456,4,0.2,2.1888
2019.3.14,당일배송,Stephanie Ulpright,홈오피스,남동구,인천광역시,특별광역시,전자제품,기계,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",209.986,2,0.3,8.9994
2019.3.14,당일배송,Stephanie Ulpright,홈오피스,남동구,인천광역시,특별광역시,사무용품,아트,"Eberhard Faber 3 1/2"" Golf Pencils",29.76,5,0.2,1.86
2019.3.14,당일배송,Stephanie Ulpright,홈오피스,남동구,인천광역시,특별광역시,가구,의자,SAFCO Folding Chair Trolley,89.768,1,0.3,-2.5648
2019.3.14,당일배송,Stephanie Ulpright,홈오피스,남동구,인천광역시,특별광역시,전자제품,복사기,Hewlett Packard LaserJet 3310 Copier,959.984,2,0.2,335.9944
2019.3.14,당일배송,Stephanie Ulpright,홈오피스,남동구,인천광역시,특별광역시,사무용품,종이,Xerox 1993,15.552,3,0.2,5.6376
2019.3.14,당일배송,Stephanie Ulpright,홈오피스,남동구,인천광역시,특별광역시,전자제품,전화기,Plantronics MX500i Earset,34.36,1,0.2,-7.3015
2019.12.5,표준등급,Erin Ashbrook,기업고객,중구,서울,수도권,사무용품,종이,Xerox 1893,98.376,3,0.2,35.6613
2019.12.5,표준등급,Erin Ashbrook,기업고객,중구,서울,수도권,사무용품,바인더,Large Capacity Hanging Post Binders,29.94,4,0.7,-23.952
2019.12.5,표준등급,Erin Ashbrook,기업고객,중구,서울,수도권,사무용품,종이,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",17.472,3,0.2,5.6784
2019.12.5,표준등급,Erin Ashbrook,기업고객,중구,서울,수도권,전자제품,전화기,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,36.738,1,0.4,-9.1845
2019.12.5,표준등급,Erin Ashbrook,기업고객,중구,서울,수도권,전자제품,전화기,Panasonic KX T7736-B Digital phone,179.94,2,0.4,-44.985
2020.12.13,표준등급,Roy Französisch,개인고객,성북구,서울,수도권,가구,기타 가구,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",383.64,6,0,122.7648
2020.12.13,표준등급,Roy Französisch,개인고객,성북구,서울,수도권,사무용품,가정용 전자기기,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,56.52,3,0,15.8256
2019.9.10,2등급,Liz Carlisle,개인고객,송파구,서울,수도권,사무용품,아트,Newell 35,6.56,2,0,1.9024
2019.9.10,2등급,Liz Carlisle,개인고객,송파구,서울,수도권,가구,의자,Novimex Fabric Task Chair,243.92,5,0.2,-15.245
2019.9.10,2등급,Liz Carlisle,개인고객,송파구,서울,수도권,사무용품,종이,Astroparche Fine Business Paper,47.52,9,0,22.8096
2020.5.10,표준등급,Paul Stevenson,홈오피스,성남시,경기도,수도권,사무용품,아트,Sanford Pocket Accent Highlighters,8,5,0,3.44
2019.12.15,2등급,Jas O'Carroll,개인고객,강남구,서울,수도권,가구,기타 가구,Stackable Trays,6.16,2,0,1.9712
2019.12.1,표준등급,Victor Preis,홈오피스,성남시,경기도,수도권,사무용품,저장고,"Iris 3-Drawer Stacking Bin, Black",83.56,4,0,1.6712
2019.12.1,표준등급,Victor Preis,홈오피스,성남시,경기도,수도권,전자제품,전화기,Panasonic Business Telephones KX-T7736,546.06,3,0,163.818
2019.12.1,표준등급,Victor Preis,홈오피스,성남시,경기도,수도권,사무용품,저장고,Fellowes Officeware Wire Shelving,269.49,3,0,5.3898
2020.3.19,1등급,Guy Armstrong,개인고객,송파구,서울,수도권,사무용품,잠금장치,Stockwell Push Pins,10.9,5,0,3.597
2020.12.9,2등급,Doug Bickford,개인고객,서초구,서울,수도권,사무용품,저장고,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",34.05,3,0,9.534
2020.12.9,2등급,Doug Bickford,개인고객,서초구,서울,수도권,사무용품,저장고,Fellowes High-Stak Drawer Files,352.38,2,0,81.0474
2019.10.13,2등급,Marina Lichtenstein,기업고객,서초구,서울,수도권,가구,의자,"Global High-Back Leather Tilter, Burgundy",245.98,2,0,27.0578
2019.10.13,2등급,Marina Lichtenstein,기업고객,서초구,서울,수도권,사무용품,바인더,Flexible Leather- Look Classic Collection Ring Binder,18.94,1,0,9.47
2019.11.20,표준등급,Jennifer Halladay,개인고객,동구,부산,특별광역시,사무용품,바인더,Lock-Up Easel 'Spel-Binder',59.913,7,0.7,-45.9333
2019.10.3,당일배송,Denny Ordway,개인고객,중구,서울,수도권,사무용품,아트,Hunt Boston Vacuum Mount KS Pencil Sharpener,55.984,2,0.2,4.1988
2019.10.3,당일배송,Denny Ordway,개인고객,중구,서울,수도권,사무용품,봉투,Convenience Packs of Business Envelopes,14.48,5,0.2,4.887
2019.10.3,당일배송,Denny Ordway,개인고객,중구,서울,수도권,전자제품,액세서리,Logitech G105 Gaming Keyboard,142.488,3,0.2,-3.5622
2020.8.28,2등급,Todd Boyes,기업고객,안산시,경기도,수도권,사무용품,저장고,Portfile Personal File Boxes,14.16,1,0.2,1.062
2020.8.28,2등급,Todd Boyes,기업고객,안산시,경기도,수도권,사무용품,종이,Southworth 25% Cotton Premium Laser Paper and Envelopes,79.92,5,0.2,27.972
2020.12.3,표준등급,Bill Stewart,기업고객,성남시,경기도,수도권,사무용품,바인더,GBC Therma-A-Bind 250T Electric Binding System,590.352,6,0.2,206.6232
2020.9.21,표준등급,Filia McAdams,기업고객,부안군,전라북도,전라,가구,기타 가구,Dana Swing-Arm Lamps,17.088,2,0.2,1.068
2020.9.21,표준등급,Filia McAdams,기업고객,부안군,전라북도,전라,가구,의자,"Global High-Back Leather Tilter, Burgundy",98.392,1,0.2,-11.0691
2019.3.26,표준등급,John Lee,개인고객,성남시,경기도,수도권,사무용품,아트,Newell 311,11.05,5,0,2.9835
2020.12.6,표준등급,Art Ferguson,개인고객,서초구,서울,수도권,사무용품,가정용 전자기기,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",7.78,2,0,2.0228
2020.10.5,1등급,Maria Bertelson,개인고객,중구,서울,수도권,전자제품,액세서리,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,53.04,3,0.2,-4.641
2019.8.19,표준등급,Helen Wasserman,기업고객,중구,서울,수도권,전자제품,액세서리,Plantronics Savi W720 Multi-Device Wireless Headset System,843.9,2,0,371.316
2019.8.19,표준등급,Helen Wasserman,기업고객,중구,서울,수도권,전자제품,액세서리,Imation Bio 8GB USB Flash Drive Imation Corp,1496.16,9,0,224.424
2020.2.2,표준등급,Adrian Barton,개인고객,성남시,경기도,수도권,사무용품,저장고,"Belkin 19"" Center-Weighted Shelf, Gray",117.96,2,0,5.898
2020.8.24,표준등급,Jennifer Patt,기업고객,성남시,경기도,수도권,사무용품,아트,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",21.3,5,0,8.733
2020.8.24,표준등급,Jennifer Patt,기업고객,성남시,경기도,수도권,사무용품,가정용 전자기기,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",1040.8,5,0,281.016
2020.8.24,표준등급,Jennifer Patt,기업고객,성남시,경기도,수도권,사무용품,아트,Newell 331,29.34,6,0,7.9218
2020.9.18,1등급,Charlotte Melton,개인고객,강남구,서울,수도권,사무용품,저장고,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",443.92,4,0,8.8784
2020.9.26,표준등급,Steve Chapman,기업고객,괴산군,충청북도,충청,전자제품,액세서리,Logitech Wireless Headset h800,499.95,5,0,174.9825
2020.9.26,표준등급,Steve Chapman,기업고객,괴산군,충청북도,충청,사무용품,아트,Manco Dry-Lighter Erasable Highlighter,3.04,1,0,1.0336
2020.9.26,표준등급,Steve Chapman,기업고객,괴산군,충청북도,충청,가구,의자,"Global Fabric Manager's Chair, Dark Gray",201.96,2,0,50.49
2020.9.26,표준등급,Steve Chapman,기업고객,괴산군,충청북도,충청,가구,기타 가구,Eldon Expressions Mahogany Wood Desk Collection,68.64,11,0,17.16
2020.10.25,2등급,Victoria Wilson,기업고객,송파구,서울,수도권,전자제품,액세서리,Micro Innovations USB RF Wireless Keyboard with Mouse,100,4,0,21
2020.10.25,2등급,Victoria Wilson,기업고객,송파구,서울,수도권,전자제품,액세서리,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),359.98,2,0,21.5988
2019.9.29,2등급,Paul Prost,홈오피스,중구,서울,수도권,가구,기타 가구,Longer-Life Soft White Bulbs,6.16,2,0,2.9568
2019.9.29,2등급,Paul Prost,홈오피스,중구,서울,수도권,가구,테이블,"Bevis Oval Conference Table, Walnut",2348.82,9,0,399.2994
2019.6.27,표준등급,Dan Reichenbach,기업고객,순천시,전라남도,전라,사무용품,라벨,Avery 512,13.872,6,0.2,4.6818
2019.6.27,표준등급,Dan Reichenbach,기업고객,순천시,전라남도,전라,가구,의자,Hon Comfortask Task/Swivel Chairs,273.552,3,0.2,-13.6776
2020.8.22,2등급,Rick Bensley,홈오피스,양산시,경상남도,경상,가구,테이블,"Iceberg OfficeWorks 42"" Round Tables",815.292,9,0.4,-339.705
2019.2.12,표준등급,Natalie Fritzler,개인고객,경산시,경상북도,경상,전자제품,액세서리,Enermax Aurora Lite Keyboard,234.45,3,0,103.158
2019.2.12,표준등급,Natalie Fritzler,개인고객,경산시,경상북도,경상,가구,테이블,Hon 2111 Invitation Series Corner Table,1256.22,6,0,75.3732
2019.2.12,표준등급,Natalie Fritzler,개인고객,경산시,경상북도,경상,사무용품,바인더,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,0,8.2062
2020.9.24,2등급,Clay Rozendal,홈오피스,성남시,경기도,수도권,사무용품,바인더,3-ring staple pack,10.528,7,0.2,3.6848
2020.12.5,1등급,Stephanie Ulpright,홈오피스,보령시,충청남도,충청,사무용품,바인더,Surelock Post Binders,152.8,5,0,76.4
2019.9.4,표준등급,Sample Company A,홈오피스,서대문구,서울,수도권,사무용품,바인더,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",82.56,5,0.2,28.896
2019.9.4,표준등급,Sample Company A,홈오피스,서대문구,서울,수도권,전자제품,액세서리,Kensington Expert Mouse Optical USB Trackball for PC or Mac,284.97,3,0,85.491
2019.3.27,표준등급,Michelle Lonsdale,기업고객,예산군,충청남도,충청,가구,기타 가구,"Career Cubicle Clock, 8 1/4"", Black",60.84,3,0,23.1192
2019.12.21,표준등급,Gary McGarr,개인고객,강남구,서울,수도권,가구,의자,SAFCO Arco Folding Chair,1325.76,6,0.2,149.148
2019.12.21,표준등급,Gary McGarr,개인고객,강남구,서울,수도권,가구,의자,Safco Contoured Stacking Chairs,572.16,3,0.2,35.76
2019.9.23,표준등급,Jim Kriz,홈오피스,서초구,서울,수도권,사무용품,종이,EcoTones Memo Sheets,28.8,9,0.2,10.08
2020.4.2,2등급,Daniel Byrd,홈오피스,중구,서울,수도권,가구,기타 가구,Regeneration Desk Collection,7.04,4,0,3.0976
2020.5.15,2등급,Anna Häberlin,기업고객,춘천시,강원도,강원,사무용품,봉투,Wausau Papers Astrobrights Colored Envelopes,17.94,3,0,8.7906
2019.3.24,1등급,Sanjit Jacobs,홈오피스,중구,서울,수도권,사무용품,바인더,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",34.76,5,0.2,11.297
2019.4.15,표준등급,Harry Marie,기업고객,충주시,충청북도,충청,가구,기타 가구,Tensor Computer Mounted Lamp,74.45,5,0,20.1015
2020.1.4,표준등급,Andrew Gjertsen,기업고객,포항시,경상북도,경상,가구,기타 가구,DAX Wood Document Frame,192.22,14,0,69.1992
2019.7.18,2등급,Anthony Johnson,기업고객,금천구,서울,수도권,사무용품,종이,Xerox 221,32.4,5,0,15.552
2019.7.18,2등급,Anthony Johnson,기업고객,금천구,서울,수도권,사무용품,봉투,"Peel & Seel Recycled Catalog Envelopes, Brown",57.9,5,0,28.95
2019.7.18,2등급,Anthony Johnson,기업고객,금천구,서울,수도권,사무용품,저장고,Sterilite Show Offs Storage Containers,10.56,2,0,0
2019.7.18,2등급,Anthony Johnson,기업고객,금천구,서울,수도권,가구,책장,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1194.165,5,0.15,210.735
2019.10.7,표준등급,Muhammed MacIntyre,기업고객,성남시,경기도,수도권,사무용품,종이,Xerox 1893,40.99,1,0,20.0851
2019.11.4,표준등급,Tiffany House,기업고객,동작구,서울,수도권,사무용품,아트,Newell 343,2.94,1,0,0.7938
2020.7.22,당일배송,Jason Gross,기업고객,대덕구,대전,특별광역시,사무용품,아트,Boston 16765 Mini Stand Up Battery Pencil Sharpener,18.656,2,0.2,1.3992
2020.7.22,당일배송,Jason Gross,기업고객,대덕구,대전,특별광역시,사무용품,바인더,"Wilson Jones 1"" Hanging DublLock Ring Binders",11.088,7,0.7,-8.1312
2020.7.22,당일배송,Jason Gross,기업고객,대덕구,대전,특별광역시,사무용품,저장고,Safco Steel Mobile File Cart,66.688,1,0.2,4.168
2020.7.22,당일배송,Jason Gross,기업고객,대덕구,대전,특별광역시,사무용품,저장고,"Fellowes Mobile File Cart, Black",99.488,2,0.2,8.7052
